#Best run for each simulation of the study Legrain et al., (2023): A gradual change is more likely to have caused the Mid-Pleistocene Transition than an abrupt event;;;;;;;;
;;;;;;;;
Age (ka);ORB simulation Ice volume (m sl);ABR simulation Ice volume (m sl);GRAD simulation Ice volume (m sl);ABRkO simulation Ice volume (m sl);GRADkO simulation Ice volume (m sl);ABRag Ice volume (m sl);GRADag Ice volume (m sl);SYN simulation Ice volume (m sl)
1241;23.15976122;15.86274266;21.6621034;27.32658313;28.52528637;23.03991722;29.825509;39.71153352
1240;19.05897462;13.47998531;18.28097335;23.64658089;24.11308434;19.35234515;25.62615013;37.9857795
1239;15.84502498;11.45143865;15.60751049;20.40827426;20.21325817;16.35401212;22.05051585;36.23989138
1238;13.43371045;9.714689523;13.5407542;17.56656828;16.8090017;13.90159873;19.03999543;34.49894733
1237;12.01358214;8.194547993;11.93540717;15.07942464;13.86159104;12.25286583;16.49572259;32.78601336
1236;12.73181049;8.177754079;12.47140327;12.90933611;13.16256152;12.72164028;15.99303562;31.12334662
1235;13.60190738;8.35652904;13.40848358;11.02465148;12.9779661;13.06525105;15.89187623;29.5346342
1234;14.51141873;8.329773127;14.23086371;9.728774832;12.9550355;13.13980981;15.75461763;28.04749701
1233;15.40103721;8.118732184;14.91172798;10.20168938;13.08701995;12.95955378;15.57077639;26.69377567
1232;16.22796854;7.790738541;15.45978846;10.71088515;13.34823401;12.5941796;15.35163184;25.51312984
1231;16.92024891;7.339380482;15.82616733;11.2613164;13.7405296;12.02561915;15.07189546;24.55455902
1230;17.42245947;6.831346324;16.01405027;11.85083047;14.2306678;11.32484714;14.73614426;23.86603163
1229;17.68186982;6.34273837;16.03462414;12.47552305;14.77829376;10.57570857;14.35215313;23.48553788
1228;17.68331673;5.959201471;15.9244021;13.13154305;15.34934154;9.873622267;13.94623427;23.43691941
1227;17.49019628;5.778941384;15.7672216;13.81697345;15.93039595;9.327457698;13.58222642;23.71787525
1226;17.2179269;5.8977983;15.67269274;14.5316239;16.52544389;9.043061856;13.34477286;24.30471684
1225;16.99743742;6.388514929;15.74769171;15.27569534;17.14803407;9.102120541;13.31514838;25.1703092
1224;16.96021909;7.287463447;16.08385141;16.04802999;17.81517754;9.550473015;13.55810319;26.28901172
1223;17.21867183;8.583411143;16.73930107;16.84783568;18.55108228;10.38262844;14.11133999;27.63922103
1222;17.85827872;10.22854154;17.73755867;17.67634474;19.38849547;11.55023411;14.98886182;29.20263053
1221;18.94074461;12.16577612;19.08451027;18.53482496;20.35709542;12.99412147;16.1916509;30.95330436
1220;20.48777414;14.33195261;20.76207392;19.42357541;21.47603143;14.64857357;17.70173015;32.85378673
1219;22.46188385;16.65332588;22.7159727;20.34144813;22.74916563;16.43655006;19.47238764;34.86086105
1218;24.7685954;19.0449318;24.85654547;21.28594023;24.16598377;18.26896581;21.42884741;36.92689173
1217;27.28122493;21.41431972;27.07332687;22.25401119;25.70883367;20.04835185;23.4802271;39.00056544
1216;29.86080694;23.6316325;29.22726258;23.24610956;27.37671205;21.6317491;25.51874098;41.02805
1215;32.40276447;25.6626718;31.25262512;24.25498318;29.1306565;22.99064766;27.48223757;42.95456181
1214;34.81092981;27.5059314;33.10728513;25.27041147;30.91691237;24.13605845;29.32252721;44.7269647
1213;36.97266217;29.11240827;34.71324359;26.28582409;32.70014004;25.02247797;30.96881458;46.29664969
1212;38.79393715;30.49286433;36.03763347;27.28906403;34.41814166;25.67705857;32.37691123;47.6202933
1211;40.19399222;31.67070457;37.06251053;28.26663016;36.00453333;26.14300272;33.51167822;48.66419019
1210;41.14387648;32.68463263;37.80542527;29.20547061;37.40237008;26.48109579;34.36483205;49.40702359
1209;41.68006902;33.58421441;38.32360246;30.09408489;38.5716277;26.76384363;34.95945174;49.83154998
1208;41.87231946;34.41410291;38.68865396;30.92249378;39.48549147;27.05756916;35.33091795;49.9187165
1207;41.81521134;35.20768476;38.97795802;31.68303039;40.13245064;27.41407779;35.5218026;49.659748
1206;41.61926441;35.97663999;39.26240407;32.37236114;40.52316147;27.85599305;35.57612644;49.06773641
1205;41.39919507;36.71440589;39.59782708;32.99460072;40.69728294;28.37473309;35.53951534;48.17032876
1204;41.26878669;37.41389454;40.03278358;33.55938687;40.71233036;28.95202173;35.46271253;47.00290661
1203;41.32742953;38.06835914;40.60650805;34.07761297;40.62670349;29.5672339;35.3923612;45.60849255
1202;41.63502726;38.66732621;41.33472685;34.55999895;40.49046597;30.19437812;35.35815741;44.03787005
1201;42.18780293;39.18960933;42.19381827;35.0163214;40.33908404;30.79497421;35.35979822;42.34731843
1200;42.92690579;39.60119716;43.12422528;35.45573275;40.19678147;31.31569498;35.3697326;40.58679025
1199;43.77398481;39.86136495;44.05164568;35.88800963;40.08701092;31.69428705;35.35071739;38.79547359
1198;44.62713346;39.83187956;44.83152177;36.33239287;40.07965935;31.74968262;35.22508354;37.00715219
1197;45.4492748;39.57067489;45.46669391;36.79216944;40.16500962;31.53552962;35.00638656;35.25118578
1196;46.2122457;39.16704335;45.98271155;37.26811623;40.32043571;31.14286624;34.72224845;33.55288869
1195;46.83783553;38.55760107;46.29042442;37.7736031;40.58592826;30.47977991;34.32963048;31.93432741
1194;47.26979805;37.79418117;46.38036689;38.31087367;40.94552168;29.5943972;33.83106149;30.41554707
1193;47.434433;36.94137168;46.24309406;38.87902658;41.36652442;28.5526208;33.22448791;29.01686234
1192;47.2617666;36.07543735;45.87930089;39.4749897;41.80750991;27.43633134;32.51197553;27.76143984
1191;46.74416039;35.29245996;45.33369175;40.09568907;42.23634455;26.35093614;31.727936;26.67568892
1190;45.94770276;34.70304384;44.69761771;40.7390655;42.63709151;25.41864995;30.94232661;25.79298845
1189;44.9876985;34.41706215;44.08823905;41.40408622;43.00798337;24.76140754;30.24479625;25.15535434
1188;44.01440095;34.53381978;43.63584652;42.09083402;43.36071367;24.4897777;29.73513747;24.80323242
1187;43.18671796;35.12039582;43.46011359;42.79958381;43.71634967;24.68062781;29.50308057;24.76387835
1186;42.65483668;36.17889319;43.64375798;43.5318439;44.11192931;25.34032143;29.60886827;25.03763425
1185;42.55178941;37.65973673;44.23316968;44.29116687;44.59843077;26.41694303;30.08645501;25.6021219
1184;42.98732443;39.50419138;45.2575901;45.08100476;45.22340683;27.84811432;30.95686736;26.43015406
1183;44.04721145;41.65784013;46.73632139;45.90365974;46.02455068;29.57681571;32.2325386;27.49565851
1182;45.76671333;44.06426983;48.66179523;46.75960785;47.02308913;31.54471061;33.90373853;28.77583827
1181;48.06959403;46.64454342;50.95752445;47.64618676;48.2106627;33.67009931;35.90508924;30.25266254
1180;50.79088376;49.29577559;53.4886206;48.5588408;49.55861405;35.84538196;38.12500998;31.91136269
1179;53.75805556;51.904124;56.10945202;49.49417822;51.0427648;37.94922461;40.44559128;33.72904345
1178;56.81702878;54.34558619;58.67708347;50.45115388;52.65273023;39.84659593;42.75415858;35.67055514
1177;59.83437949;56.4932998;61.05692339;51.43024271;54.38815658;41.3978766;44.94634911;37.69415254
1176;62.69667144;58.26279777;63.14934499;52.42865306;56.23337217;42.51413935;46.94000268;39.75280389
1175;65.30166684;59.63197894;64.89732303;53.43769538;58.14267185;43.1820228;48.67748714;41.79492534
1174;67.53966716;60.61086068;66.25953037;54.44469872;60.04894589;43.42805253;50.10773765;43.7655426
1173;69.275434;61.22650253;67.19247756;55.4336011;61.86489054;43.3010704;51.1735495;45.60787756
1172;70.35684028;61.51807716;67.65170358;56.38604706;63.48950237;42.86564356;51.81396098;47.26601501
1171;70.70507443;61.54903247;66.03586108;57.28530295;64.83777851;42.21234724;52.00813724;48.68795748
1170;63.19698863;61.4118393;56.82593002;58.11886313;64.48803468;41.46058044;51.79863956;49.82674926
1169;54.6357883;61.20731764;48.50539639;57.47203102;57.48558745;40.73487363;51.26325988;50.64545301
1168;46.63371163;61.03699032;41.09944054;50.37569858;50.90162226;40.22860955;50.50646419;51.12087269
1167;39.31598542;59.63483234;34.63531374;44.08246539;44.72437244;40.34359588;44.97532544;51.23641104
1166;32.79427531;52.23878913;29.10996579;38.50272574;38.97147751;37.12002431;39.13285817;50.98671734
1165;27.15258598;45.84279439;24.4808832;33.56322765;33.68435683;31.20182138;33.97178505;50.38751618
1164;22.44262995;40.30865079;20.69039078;29.20059787;28.90098985;26.39383742;29.48531784;49.4677546
1163;18.67930816;35.52255574;17.67711636;25.35725807;24.64019397;22.49240615;25.65692539;48.26277226
1162;15.83992286;31.38863767;15.37213823;21.98065611;20.90320197;19.33214504;22.45783175;46.81516012
1161;14.2260857;27.81195837;13.67203236;19.55762303;17.6680017;17.37610621;19.82614281;45.17450807
1160;15.15164496;27.92523955;14.44876472;20.01214741;17.06478108;18.74009653;19.68523565;43.39737121
1159;16.37490765;28.70512585;15.78763649;20.48079838;17.04400194;20.07263201;20.09640491;41.54486935
1158;17.76786737;29.39634605;17.15468536;20.97009827;17.14604422;21.28573638;20.55750716;39.6707511
1157;19.18748499;29.79227692;18.34990636;21.49955441;17.44731962;22.12442007;20.94647482;37.81686707
1156;20.58784357;29.95939044;19.38299696;22.06588545;17.91302932;22.66171176;21.27028604;36.01846737
1155;21.93953246;30.01271149;20.30101504;22.66133362;18.48705701;23.02962427;21.55813058;34.30514793
1154;23.14308636;29.85049902;20.98907127;23.29572887;19.20145827;23.10094618;21.73896076;32.70122352
1153;24.13140033;29.5245533;21.43982733;23.96437669;20.0153738;22.93472393;21.80395479;31.22654863
1152;24.82347271;29.09860676;21.64693169;24.65996659;20.87388456;22.60620355;21.74127638;29.89779598
1151;25.14122393;28.64302952;21.61012904;25.37405141;21.71759656;22.19958898;21.54184058;28.73082594
1150;25.07787676;28.24401179;21.37412578;26.10000377;22.50512573;21.81581725;21.23255278;27.74337387
1149;24.71295067;28.00106639;21.03434126;26.83420977;23.22076252;21.56863756;20.8822575;26.9555683
1148;24.1735576;28.00865545;20.70725007;27.57561986;23.86853289;21.56438639;20.57863072;26.39380453
1147;23.60732019;28.34097303;20.50940831;28.32467801;24.46608774;21.88660852;20.41023469;26.09257591
1146;23.158104;29.04403011;20.54139116;29.08233407;25.03791616;22.58831714;20.45282142;26.08159367
1145;22.95529992;30.12206992;20.87320714;29.85192515;25.62203025;23.67418422;20.76141957;26.36461398
1144;23.10355209;31.54029231;21.54008077;30.63899854;26.26657997;25.10323251;21.36734748;26.92190168
1143;23.67195708;33.2491655;22.55133572;31.44841176;27.0129027;26.81861209;22.28131833;27.72757991
1142;24.69607971;35.196829;23.89859882;32.28328751;27.88992005;28.76240824;23.49836865;28.75552416
1141;26.17269421;37.32849324;25.55271712;33.14490836;28.91278266;30.87495329;24.99547262;29.98250584
1140;28.0446905;39.58214513;27.45369904;34.0324121;30.07952122;33.09016081;26.72360776;31.38930056
1139;30.2103724;41.88713898;29.51439388;34.94349194;31.37563962;35.33330661;28.61146147;32.96141547
1138;32.55467576;44.17307921;31.6410465;35.87523877;32.78173079;37.53032968;30.58206051;34.68712255
1137;34.97175112;46.37928573;33.74998126;36.82442728;34.27728781;39.61827831;32.56574927;36.54583265
1136;37.36563473;48.44261114;35.76083459;37.78869764;35.84728705;41.53062643;34.49652897;38.50386742
1135;39.66744021;50.35519132;37.63929219;38.76152209;37.45724813;43.26684388;36.33783747;40.52008548
1134;41.82264871;52.13346696;39.37263429;39.73455759;39.06472683;44.85549576;38.06701987;42.54718457
1133;43.78636995;53.77672157;40.94301568;40.70148388;40.63959923;46.30426138;39.65997759;44.53243871
1132;45.53915139;55.30606743;42.35852851;41.65471176;42.14848266;47.64691026;41.11029902;46.41887913
1131;47.0811323;56.74465563;43.63879506;42.58692742;43.56270518;48.91976138;42.42025644;48.14694865
1130;48.4362439;58.10942098;44.81237365;43.49197031;44.86382989;50.15177211;43.59984656;49.65734358
1129;49.64258254;59.40641933;45.90951357;44.36457267;46.04171399;51.3596557;44.66085042;50.89443421
1128;50.7357852;60.62740417;46.95195752;45.19979922;47.0898111;52.54448193;45.60841353;51.80803286
1127;51.74407169;61.75358988;47.95266745;45.99244743;48.00134459;53.69638944;46.44010631;52.35932289
1126;52.67073395;62.73348892;48.89342596;46.73891963;48.77631723;54.76750216;47.13176924;52.52575453
1125;53.50122338;63.51515164;49.74354652;47.43759588;49.41738606;55.70541083;47.65422226;52.30442227
1124;54.2152994;64.06910235;50.47768728;48.08863121;49.92694852;56.47807823;47.98740429;51.71447513
1123;54.77709596;64.36496596;51.05945143;48.69382854;50.30955836;57.0491174;48.10656148;50.78751359
1122;55.14145777;64.38425817;51.45289389;49.25498486;50.56519905;57.3941998;47.98837384;49.56017732
1121;55.26190579;64.12138827;51.62710453;49.77416148;50.69167647;57.5020132;47.61472248;48.07500498
1120;55.09454254;63.58997091;51.56202934;50.2531139;50.68226762;57.38198795;46.97626641;46.38115486
1119;54.60739923;62.82326711;51.25338125;50.693711;50.52901682;57.06448176;46.07665828;44.53398845
1118;52.62084134;61.87390027;50.72038438;51.09848764;50.22792029;56.60025027;44.93889875;42.59490135
1117;45.04711327;60.81281978;48.78720199;51.47075948;49.7804007;56.05935138;43.60657947;40.62880942
1116;38.08128405;59.72433398;41.30246183;50.56296516;49.19530303;53.8278631;42.14171061;38.69212379
1115;31.74513861;57.39212249;34.72013601;43.97765681;48.49145619;44.31936192;40.62680446;36.82816147
1114;26.07717811;49.30821799;29.01308642;38.18899935;47.70625591;36.4424924;39.14854133;35.07240874
1113;21.1266994;42.3457787;24.15501232;33.11037992;46.89381533;29.99113308;37.79503384;33.45346197
1112;16.94867752;36.42471743;20.12282925;28.66725776;46.11784352;24.77934959;36.65659876;31.99342397
1111;13.58619162;31.45764733;16.88408412;24.79533577;45.44833792;20.63119764;35.81489411;30.70877676
1110;11.06441813;27.35855881;14.39929052;21.43797299;44.95342704;17.38889779;35.34220943;29.6117388
1109;9.373809183;24.03838287;12.61163096;18.54421398;44.69250736;14.90654154;35.29072528;28.71273919
1108;9.924039687;24.28324833;13.33889304;18.52654259;44.7036683;15.67761262;35.67100928;28.02323247
1107;11.32229254;25.41914086;14.81211882;19.10620661;45.00566953;17.20796979;36.45149653;27.55636361
1106;13.16850976;26.77550203;16.54612435;19.76415122;45.61221712;18.86015197;37.57884194;27.33100533
1105;15.36122453;28.27116351;18.43965996;20.50592556;46.5366355;20.53547154;38.98548776;27.37091638
1104;17.78310995;29.79205201;20.37175402;21.33316088;47.78309368;22.10651676;40.57985294;27.68230851
1103;20.30736686;31.2248183;22.22531952;22.24001654;49.32927193;23.45852998;42.25930797;28.24886062
1102;22.81135792;32.50311615;23.91489237;23.21460026;51.12406675;24.53616346;43.93640542;29.0473389
1101;25.16410375;33.59676109;25.37136086;24.24168565;53.09601986;25.32708742;45.53229902;30.05292922
1100;27.21095111;34.5004855;26.52714784;25.30355051;55.15511364;25.84814684;46.96696544;31.24235071
1099;28.76602049;35.23229517;27.31135824;26.37987347;57.19114712;26.14347566;48.15549804;32.59594735
1098;29.69453459;35.84367124;27.69639717;27.45110056;59.10036218;26.29328146;49.04756686;34.09803271
1097;29.9948384;36.42714344;27.74303771;28.50192947;60.81294595;26.41966802;49.66577281;35.73715456
1096;29.76323615;37.10101472;27.57444268;29.52064912;62.28651295;26.67016153;50.08499137;37.50389097
1095;29.15860056;37.98352612;27.34390907;30.49947091;57.20326689;27.18852733;50.40819812;39.37912414
1094;28.38643057;39.17798516;27.2186002;31.4348579;51.26510211;28.09793875;50.75440084;41.32977958
1093;27.66763571;40.73008054;27.33920004;32.32994444;45.77402314;29.45088018;51.23111978;43.31444538
1092;27.20747339;42.59849312;27.78763015;33.19550973;40.76632008;31.19537294;51.91104264;45.28467717
1091;27.1917345;44.71413653;28.62055057;34.04346846;36.27911555;33.24760962;52.84882596;47.18575446
1090;27.77435616;47.02336129;29.88906245;34.88160535;32.32313035;35.54535547;54.08911715;48.95792944
1089;29.05577303;49.47747145;31.62216526;35.71320246;32.39511166;38.03661964;55.65341707;50.53825644
1088;31.02215372;52.00829882;33.78262638;36.53604077;33.31310132;40.6530174;57.50536347;51.8638025
1087;33.47552564;54.50241612;36.21718956;37.341362;34.28765861;43.28136844;59.51189273;52.87570295
1086;36.1450526;56.81908054;38.72112295;38.11877707;35.25627439;45.77933341;61.49869677;53.52188788
1085;38.81491011;58.81308971;41.11311995;38.86218638;36.18326427;47.99526479;63.3151833;53.76418986
1084;41.26731128;60.12859562;43.08028109;39.59189219;37.16322505;49.51319035;64.74840236;53.59375089
1083;43.44655614;60.82607841;44.62833215;40.30097092;38.14867789;50.40543019;65.79528252;53.03217558
1082;45.3339087;61.04321829;45.82370847;40.97932846;39.07339996;50.83205933;66.49626631;52.11447846
1081;46.81271535;60.60436898;46.49777649;41.6447016;40.0071691;50.57463301;66.75067861;50.87994223
1080;47.81170732;59.57928709;46.64819684;42.29337707;40.90758223;49.70921168;66.55668059;49.37241596
1079;48.21045652;58.05624599;46.25853912;42.91781972;41.7052031;48.3353822;65.89738097;47.64100564
1078;47.82291891;56.13184269;45.28437027;43.50663268;42.30203606;46.56491425;64.73016261;45.74064116
1077;46.52110615;53.92633183;43.7233401;44.04956973;42.61137583;44.53503975;61.82351453;43.73152451
1076;39.54177367;50.43807707;40.65257863;43.44879485;41.65970955;41.09996138;52.99138296;41.67884734
1075;31.77104862;41.85601823;32.7734016;37.84936064;36.12601848;32.14127645;44.80034304;39.65018804
1074;24.43500476;34.49426068;25.79720759;32.89404177;30.89475515;24.86558329;37.34424177;37.70342411
1073;17.78708084;28.51486795;19.92759176;28.49787952;25.91566552;19.34529796;30.78576331;35.88210875
1072;11.97375335;23.70327324;15.09339156;24.61788058;21.30604415;15.21484179;25.12169268;34.2207287
1071;7.10714068;19.78700637;11.17687204;21.2228131;17.20666145;12.07718716;20.31324522;32.74566833
1070;3.341743567;16.75826355;8.239292057;18.26382214;13.63424905;9.868317912;16.42389419;31.47565801
1069;0.747687815;14.48786992;6.23087766;15.70576219;10.6407611;8.39485127;13.44060524;30.42272551
1068;-0.657737442;12.87764249;5.096791776;13.51262383;8.242353413;7.516275348;11.33574909;29.59365797
1067;-0.813914845;12.20345804;4.75834826;12.02292884;6.424795343;7.459573683;10.05461294;28.99260371
1066;0.537736329;13.76561745;6.192750313;12.59132989;6.332268072;9.453094132;10.74939191;28.6240337
