#Best run for each simulation of the study Legrain et al., (2023): A gradual change is more likely to have caused the Mid-Pleistocene Transition than an abrupt event;;;;;;;;
;;;;;;;;
Age (ka);ORB simulation Ice volume (m sl);ABR simulation Ice volume (m sl);GRAD simulation Ice volume (m sl);ABRkO simulation Ice volume (m sl);GRADkO simulation Ice volume (m sl);ABRag Ice volume (m sl);GRADag Ice volume (m sl);SYN simulation Ice volume (m sl)
1022;31.31087688;45.74858468;36.88262639;45.34420993;40.33664616;44.62574297;35.14791383;30.21006655
1021;32.36892099;47.12578786;38.13505739;46.04726168;40.91431511;46.19054551;36.08822593;30.85588378
1020;33.72002816;48.67714373;39.58133792;46.79378192;41.65967985;47.8791608;37.26033445;31.6919983
1019;35.32454234;50.37587823;41.19082345;47.58034835;42.55872511;49.66741923;38.63415509;32.69965308
1018;37.14295554;52.19161223;42.93213761;48.40278672;43.59579309;51.5286195;40.17736436;33.85952068
1017;39.14129727;54.09386432;44.77716181;49.25673013;44.75582325;53.43651562;41.85952799;35.1532032
1016;41.28987977;56.05148584;46.69962491;50.13799738;46.02542989;55.36404596;43.6517701;36.56453029
1015;43.55475327;58.02769116;48.66769708;51.04285658;47.39296461;57.27731303;45.52166067;38.0804245
1014;45.88418988;59.92671345;50.6056345;51.97283838;48.87259864;59.07115613;47.41048153;39.69054613
1013;48.25396177;61.75976522;52.51418109;52.92037297;50.43208721;60.76872802;49.30582803;41.38722038
1012;50.63096737;63.53701727;54.38891801;53.87766795;52.03675902;62.39206417;51.1912115;43.16310054
1011;52.94521569;65.16425762;56.14540584;54.84563894;53.69449281;63.83783857;53.0009064;44.99940212
1010;55.13483263;66.60935741;57.73992081;55.81933681;55.38263336;65.07780382;54.69244425;46.86163799
1009;57.12494892;67.84459693;59.12516481;56.79248008;57.07043639;66.08995344;56.21884039;48.70525964
1008;58.8300184;68.85255622;60.25497781;57.75690821;58.71653899;66.86569802;57.53140649;50.47704914
1007;60.15450384;69.6268031;61.08520539;58.70244448;60.26851633;67.41084236;58.5801633;52.11611848
1006;61.00773942;70.17218027;61.58122839;59.6176334;61.66844094;67.74532885;59.32044227;53.5556991
1005;61.34658293;70.51675462;61.74579224;60.49103182;62.86378436;67.91551781;59.73567195;54.72598114
1004;61.17443487;70.70692531;61.61538089;61.31186463;63.81037785;67.98793758;59.83561375;55.55891738
1003;59.22342752;70.79766499;54.27032232;62.07068779;63.12941667;65.98975387;59.64838299;55.99441311
1002;50.9957011;63.43660595;46.40061815;55.71147046;55.98433829;55.10219781;58.06815887;55.99473938
1001;43.4346134;55.58418702;39.46679966;48.7742958;49.32522435;46.03923059;51.04021953;55.55992771
1000;36.6076381;48.72281316;33.44762294;42.62957843;43.13718149;38.56519575;44.67379924;54.7214957
999;30.58763349;42.7516393;28.30841056;37.19066297;37.43586725;32.43644758;38.97673477;53.52459572
998;25.43932057;37.5676602;24.00916251;32.38416205;32.2468173;27.42881315;33.95295377;52.01913391
997;21.21165062;33.08280821;20.51122733;28.14597698;27.59120189;23.35527441;29.60425699;50.2581697
996;17.9330536;29.22618928;17.77640323;24.41926837;23.48112535;20.06530965;25.92880531;48.29789109
995;15.57690954;25.92981676;15.74212949;21.15243186;19.91150932;17.42686627;22.90087828;46.19801617
994;16.05821261;26.1751471;16.51956246;21.01691047;19.21817639;18.27061561;22.83015465;44.02211137
993;17.3866241;27.120653;18.00132482;21.48022142;19.16754333;19.7901491;23.465206;41.83683728
992;18.99325842;28.05337014;19.60378214;21.96724984;19.25706938;21.26950439;24.22712371;39.71151444
991;20.76230863;28.89033268;21.21156001;22.48804319;19.51196783;22.60006202;25.04671381;37.7154238
990;22.5961649;29.52361909;22.70389232;23.05581788;19.97701868;23.64263521;25.85452972;35.90567952
989;24.41192345;29.86016107;23.97685054;23.68238752;20.69246717;24.27656384;26.59160166;34.32262324
988;26.14441737;29.87889436;24.97879568;24.37239071;21.66373862;24.46924714;27.22875154;32.99515728
987;27.72675648;29.61455578;25.69135162;25.1237685;22.86222291;24.25751745;27.75276274;31.94183929
986;29.053995;29.12206342;26.09075197;25.9291627;24.22953036;23.70640379;28.1388173;31.17151409
985;29.95549743;28.46567637;26.12794727;26.77541904;25.67219347;22.89736886;28.33477655;30.68449736
984;30.22403053;27.71825182;25.74272617;27.64503202;27.07283198;21.92643677;28.2735544;30.47431188
983;29.7744847;26.98478916;24.95745226;28.52091093;28.33505611;20.92803215;27.94904817;30.53059981
982;28.68755667;26.40187317;23.89809837;29.3889162;29.4013047;20.07214955;27.43533179;30.83957496
981;27.12654284;26.11145309;22.73552456;30.23793528;30.24062984;19.53307091;26.8436531;31.37262563
980;25.31003095;26.24307224;21.66063161;31.06096803;30.85008814;19.46774757;26.30554928;32.0943132
979;23.49288127;26.89716949;20.8646869;31.85616323;31.25754302;19.99575296;25.95955415;32.98132101
978;21.92971769;28.07655691;20.48064972;32.63194995;31.54502864;21.11740892;25.91354201;34.01734762
977;20.84704241;29.69339879;20.57363046;33.40477204;31.83385018;22.72359856;26.23460224;35.18647963
976;20.44839675;31.66979787;21.20289442;34.18917974;32.23205876;24.71772378;26.98322563;36.47296219
975;20.90334795;33.96127162;22.43042707;34.99476486;32.81709723;27.04486878;28.21580529;37.86193535
974;22.31410756;36.53244523;24.29034918;35.82663376;33.63527765;29.66407319;29.96202619;39.34026937
973;24.60890688;39.31587449;26.7123268;36.68361045;34.68158875;32.50342813;32.16461015;40.89719292
972;27.51677588;42.19437759;29.49888148;37.55851796;35.89890588;35.43998269;34.66244825;42.52383762
971;30.74243433;45.03257252;32.42995632;38.44458302;37.23002245;38.32997396;37.27781622;44.21313254
970;34.07621174;47.68847668;35.32367511;39.34037948;38.65508872;41.01769812;39.86866947;45.95746044
969;37.32300488;49.86655367;37.91459947;40.26078426;40.24313337;43.16032574;42.25062726;47.73689472
968;40.38181463;51.50689506;40.12313138;41.20170964;41.97173504;44.69734963;44.3553364;49.51495374
967;43.1854355;52.64707855;41.94403587;42.15093901;43.77860298;45.68530599;46.16017787;51.24430996
966;45.61249525;53.18668399;43.26380726;43.10732656;45.65509345;46.01548739;47.57490702;52.86835693
965;47.54512191;53.17706984;44.06023847;44.05467166;47.51203867;45.76319425;48.55910766;54.32257444
964;48.80106432;52.68124013;44.28578779;44.97256142;49.23013237;45.02002321;49.04815315;55.53696192
963;49.14608363;51.77153028;43.87072917;45.8386164;50.6704089;43.88828937;48.95931596;56.43983024
962;48.4753237;50.56265363;42.83082702;46.63591778;51.73068142;42.51143907;48.28316812;56.96377843
961;45.85543182;49.21707014;41.31237338;47.35598671;51.25413895;41.07842742;47.12077129;57.06240356
960;37.91608394;47.90502734;39.51274277;42.47425059;45.23346027;33.8390631;41.153888;56.72248679
959;30.42125315;41.63691314;33.05994985;37.1056794;39.47927385;26.90932028;34.78140631;55.95992512
958;23.58371603;35.41522818;26.66263783;32.32858006;34.01364002;21.45948107;29.05443157;54.81391842
957;17.58525422;30.25103101;21.32863823;28.08360093;28.8944134;17.29872966;24.039102;53.33682844
956;12.54912709;25.98169864;17.00205228;24.32590815;24.20787307;14.16088338;19.74935151;51.58512865
955;8.561160473;22.45383972;13.61647809;21.0160801;20.02768855;11.81084925;16.18436263;49.61765008
954;5.663834016;19.5589954;11.11313046;18.11503832;16.39171286;10.08370255;13.33725858;47.49542123
953;3.840171575;17.21371909;9.421111339;15.58429655;13.3053571;8.857312085;11.18167287;45.28195624
952;3.187844134;15.33915809;8.439513119;13.79922952;10.74722732;8.025710203;9.65991927;43.04348407
951;4.204701868;15.90767711;9.487512699;14.24525716;10.22264711;9.252541079;9.939681187;40.84813168
950;5.683155036;16.98704411;11.10344021;14.71909161;10.21021928;10.90163614;10.73063347;38.7654558
949;7.436861569;18.05695232;12.83095583;15.22429963;10.36147393;12.50129281;11.65661211;36.86373785
948;9.331723656;19.02202617;14.5419465;15.76814209;10.69124736;13.9336713;12.6332753;35.19787997
947;11.26092117;19.76979982;16.11192858;16.36082687;11.23351431;15.05937396;13.58261154;33.80485138
946;13.14195254;20.22148156;17.44869801;17.01012545;12.01242856;15.77938001;14.44765694;32.70910011
945;14.9134054;20.37873611;18.51854226;17.71633691;13.01528262;16.09222339;15.20578745;31.92375254
944;16.51144078;20.29369138;19.31701158;18.47398802;14.19932557;16.05872179;15.84877306;31.45137269
943;17.84883242;20.03385801;19.83793132;19.27419466;15.50236883;15.76039829;16.36235192;31.28529267
942;18.8043616;19.6716869;20.06210811;20.10506136;16.8440101;15.28741149;16.71815703;31.41151268
941;19.25648446;19.283886;19.97368715;20.95341103;18.13870433;14.73647856;16.88816946;31.80894028
940;19.19247849;18.96553562;19.62357578;21.80811041;19.32724049;14.22501509;16.89610751;32.4402898
939;18.71505872;18.82344047;19.12877244;22.66109927;20.38293884;13.88276554;16.81823084;33.25687228
938;17.96943619;18.9548708;18.62235787;23.50690215;21.29877182;13.82710421;16.74579924;34.21975043
937;17.12852276;19.43853338;18.24040048;24.3431449;22.08775777;14.15206814;16.7761035;35.30667033
936;16.37011488;20.32691562;18.10604329;25.17022865;22.77858357;14.91986266;17.00011935;36.50417417
935;15.85413733;21.62112797;18.30328822;25.99276742;23.42070328;16.13112371;17.48462252;37.79992114
934;15.71381208;23.27122182;18.87270644;26.81918906;24.08105752;17.72551786;18.26851249;39.18169435
933;16.04879905;25.21723078;19.83233964;27.6571946;24.81907954;19.63192732;19.37279746;40.63767444
932;16.92035405;27.40550234;21.18498663;28.51182935;25.67589442;21.7885278;20.80362888;42.15703779
931;18.35042906;29.78560758;22.91593115;29.38574929;26.67564843;24.13907149;22.55092663;43.73048442
930;20.30091665;32.29991565;24.9766917;30.27904443;27.82265492;26.6213354;24.575812;45.34974979
929;22.65377719;34.87322218;27.26925219;31.18909239;29.0988183;29.15561548;26.79843436;47.00749245
928;25.25955342;37.42100742;29.67475693;32.11240291;30.47839285;31.65248661;29.12202783;48.69495304
927;27.98310226;39.86057131;32.08268161;33.04589778;31.93968929;34.02438481;31.45652788;50.39021046
926;30.70869997;42.11464226;34.39559572;33.98672288;33.46480239;36.18992426;33.72186426;52.05400405
925;33.34108009;44.11828585;36.53382989;34.93154339;35.03607267;38.08234413;35.85054696;53.63561774
924;35.79826352;45.8359238;38.4422414;35.87423407;36.62339669;39.67083124;37.78970194;55.07481289
923;38.01120585;47.26239706;40.09072782;36.80570269;38.18335;40.96190948;39.50120148;56.30383726
922;39.92078063;48.4062219;41.46279645;37.71546268;39.6672132;41.97916927;40.95506395;57.25081103
921;41.47417861;49.28229513;42.54949761;38.59216186;41.0234643;42.754593;42.12553686;57.8446913
920;42.63336623;49.90697627;43.35026354;39.42489197;42.2049176;43.32161803;42.99362905;58.03176888
919;43.38767411;50.29981373;43.87893245;40.2047064;43.17601876;43.71500102;43.55424921;57.79015096
918;43.76172025;50.49116066;44.16913364;40.92683645;43.92014127;43.97549613;43.82475344;57.1224842
917;43.81319599;50.5181204;44.27056529;41.59118193;44.44156488;44.14470007;43.84288934;56.05234784
916;43.60936982;50.41358481;44.23322379;42.20022092;44.75592314;44.25597099;43.650974;54.62615115
915;43.21191864;50.20461633;44.09937604;42.75801803;44.88403465;44.33369654;43.28835074;52.90282319
914;42.67546658;49.91170587;43.90242101;43.27020386;44.85167774;44.39248534;42.79049263;50.94460903
913;42.0481301;49.5522211;43.66926652;43.74359605;44.68774182;44.44142902;42.19027561;48.81518023
912;41.36348474;49.14330358;43.41839732;44.1852087;44.41864808;44.48841503;41.51508684;46.5793613
911;40.64702757;48.6995742;43.16182102;44.60273133;44.07179721;44.53721888;40.78883819;44.30332894
910;39.92086274;48.23874446;42.91092552;45.00401573;43.67372191;44.59443705;40.03560659;42.05477847
909;39.20184724;47.78661434;42.67893873;45.39611497;43.24549645;44.67622565;39.28003695;39.90207304
908;38.51170146;47.37246165;42.48332586;45.78617329;42.80880484;44.80245;38.55020666;37.91376985
907;37.87870853;47.02989451;42.34738326;46.18121662;42.38544731;44.99799828;37.87842311;36.15593829
906;37.33649184;46.79567598;42.29930247;46.58789975;41.99650388;45.29191261;37.29999656;34.6801081
905;36.92962781;46.70608777;42.37285421;47.01311801;41.66631532;45.71281894;36.85449772;33.5187942
904;36.71173143;46.79531143;42.605714;47.4638769;41.42198921;46.287361;36.58420373;32.69101336
903;36.73596443;47.09147606;43.03270965;47.94696174;41.29110995;47.03618326;36.52843752;32.20361115
902;37.0579207;47.61519053;43.68638378;48.469234;41.30364064;47.97203226;36.72436493;32.05216801
901;37.72099853;48.3758027;44.58783212;49.03700699;41.48751837;49.0962185;37.19914346;32.22249346
900;38.74059103;49.36828049;45.7373478;49.65527762;41.86339291;50.39591478;37.96172998;32.68985315
899;40.10982579;50.57238076;47.11674254;50.32813181;42.44736646;51.84287125;39.00515728;33.40965513
898;41.7976628;51.95202157;48.68848907;51.0583237;43.24934761;53.39336681;40.30510329;34.32453645
897;43.74452385;53.44942007;50.39257348;51.8455387;44.26770904;54.98473593;41.81394475;35.3823095
896;45.87128569;54.98695642;52.15189787;52.68679801;45.49215553;56.53705301;43.46542161;36.54509975
895;48.09073051;56.49093733;53.88885888;53.57730542;46.90389299;57.97714393;45.18993976;37.79349687
894;50.31197216;57.90740323;55.53556708;54.51019182;48.47238781;59.25576656;46.92267749;39.11761568
893;52.44280122;59.20147554;57.03414558;55.47710661;50.15793656;60.34605589;48.60482286;40.50865329
892;54.38219052;60.35640938;58.33241797;56.46796172;51.90941035;61.24262156;50.1800259;41.95743343
891;56.02001288;61.3738974;59.38393328;57.47089896;53.66402248;61.96190766;51.59438431;43.45444285
890;57.25805422;62.27339874;60.15787612;58.47352542;55.35604508;62.54038331;52.80552196;44.99032928
889;58.0555486;63.10130037;60.66700953;59.46435234;56.92941055;63.04378583;53.80546139;46.55639658
888;58.43886097;63.92552922;60.96938961;60.43375119;58.34406793;63.56032786;54.62306414;48.14410969
887;58.48326372;64.82168715;61.15131696;61.37427209;59.57602016;64.18483776;55.31149839;49.74498504
886;58.3037687;65.86499336;61.31824526;62.28080739;60.61758469;65.00964116;55.9414811;51.34826879
885;58.04108425;67.11657322;61.57986914;63.15113096;61.47902274;66.10868348;56.59064724;52.92926078
884;57.84600069;68.59299863;62.02449691;63.98808323;62.19874648;67.50132078;57.32694826;54.44531184
883;57.85974624;70.26618967;62.70947194;64.79839227;62.83524725;69.1532904;58.19983444;55.8420737
882;58.20898759;72.098257;63.67930331;65.58887986;63.44625317;71.01925211;59.2491115;57.05607571
881;58.99696357;74.05086334;64.96674596;66.36510992;64.08041761;73.05443271;60.50408236;58.01768636
880;60.28488775;76.08446151;66.58311876;67.13052534;64.77064189;75.21442722;61.97517801;58.65567208
879;62.03662765;78.14047664;68.48038214;67.88539495;65.52245013;77.43581616;63.62406613;58.91268174
878;64.11379062;80.13402004;70.54406578;68.62757921;66.31696491;79.62705134;65.35947694;58.75951628
877;66.35345733;81.96892056;72.63986163;69.35568354;67.13481383;81.68244915;67.07671169;58.19014837
876;68.6159907;83.54638652;74.64082481;70.07199905;67.97421097;83.48853592;68.68272895;57.21490692
875;70.78491543;84.75380465;76.42054827;70.78375283;68.85738188;84.9102449;70.09266406;55.86458057
874;72.76941363;85.5195808;77.88831133;71.49641638;69.7976677;85.85951991;71.24701544;54.19214589
873;74.49757858;85.83375637;78.99849716;72.21078584;70.7841777;86.32143179;72.11473091;52.26230357
872;75.89557833;85.71841104;79.72299727;72.92471894;71.78922368;86.3193803;72.67449815;50.14213918
871;76.87298901;85.22836294;80.04467646;73.63204131;72.76143484;85.91698121;72.90826714;47.8991203
870;77.30958975;84.43110244;79.9391766;74.32372376;73.63099683;85.19451545;72.7889198;45.600734
869;69.30883473;81.59558971;70.5182427;73.2317795;72.79584158;81.74681584;72.29851001;43.31462334
868;60.12089136;70.49325039;60.26079572;64.15408894;64.72285193;67.35988733;64.74172915;41.10871984
867;51.43313266;60.68193999;51.03543938;56.15795454;57.28271521;55.25189417;56.46905631;39.05038709
866;43.34588956;52.13690369;42.85807364;49.11078079;50.41641577;45.20262204;48.93555179;37.20597029
865;35.97916651;44.82502765;35.75124275;42.89887919;44.08888548;37.01148061;42.18755679;35.63816643
864;29.45509735;38.68813271;29.72545441;37.42606196;38.28988942;30.47417038;36.26403652;34.39405093
863;23.87171656;33.61219127;24.74821007;32.61343419;33.03930441;25.34444269;31.17505127;33.50070745
862;19.29072164;29.44879608;20.7510912;28.39485508;28.36959023;21.35980694;26.90280953;32.97087196
861;15.74029439;26.06321575;17.65961807;24.71078954;24.29969011;18.29637258;23.41804225;32.80440646
860;13.20945194;23.34228875;15.39507361;21.50596782;20.8273845;15.97455887;20.67999692;32.9893688
859;11.98897606;21.73683215;14.28872433;19.25793291;17.92881892;14.78519933;18.62734074;33.50083393
858;13.2824234;23.23728142;15.83281662;19.87393432;17.77592955;16.63303062;19.2921123;34.29056799
857;15.0741022;24.87296542;17.67080497;20.52972943;18.30409877;18.57902985;20.69266691;35.29390177
856;17.19187216;26.55182226;19.66313902;21.22566581;19.02424745;20.51854006;22.27905551;36.44997368
855;19.49240649;28.17385034;21.68019764;21.96408034;19.93419593;22.33658103;23.95635365;37.70765882
854;21.85392834;29.63334635;23.60048157;22.74830229;21.04088052;23.91151604;25.63654948;39.03192629
853;24.17261936;30.85487272;25.33033062;23.57862783;22.33882447;25.15921585;27.24817802;40.40693838
852;26.36067005;31.82245672;26.81968473;24.44971599;23.79502715;26.06786039;28.74519909;41.82634783
851;28.32922167;32.5588793;28.04115611;25.35200754;25.35428994;26.67314323;30.09316133;43.28439238
850;29.97493897;33.1055629;28.97146495;26.27309118;26.94503082;27.03435135;31.25696181;44.77420185
849;31.18659621;33.51279825;29.5888633;27.19908381;28.4872823;27.2221409;32.20068274;46.28773435
848;31.89863357;33.84558607;29.90280515;28.11705887;29.9109563;27.32302611;32.91317171;47.81624144
847;32.14889521;34.19216892;29.98727843;29.01741719;31.17425585;27.44696689;33.43630647;49.35075648
846;32.04931748;34.64359423;29.95432651;29.89434488;32.26316121;27.70390231;33.84556737;50.88160229
845;31.74244163;35.27944989;29.92424813;30.74487351;33.18198238;28.1884282;34.22631552;52.39830079
844;31.39166951;36.17577417;30.02553421;31.56750345;33.94508499;28.98992333;34.67195853;53.8873191
843;31.14439418;37.33874007;30.33752578;32.36691784;34.59834927;30.11365994;35.24665574;55.32056857
842;31.12634764;38.72873512;30.90190143;33.15120893;35.20379622;31.510357;35.9904371;56.6517678
841;31.44110824;40.31510164;31.75486731;33.92624632;35.8095087;33.14279954;36.93629047;57.82333652
840;32.15243174;42.04923443;32.90256891;34.69743529;36.45724754;34.95396948;38.09382943;58.76992481
839;33.28334495;43.8813684;34.3305493;35.46798431;37.17304595;36.88745157;39.45423744;59.42254742
838;34.79622378;45.75295986;35.9894376;36.23860044;37.96352181;38.87907077;40.97907344;59.72366253
837;36.58570174;47.58898122;37.78685147;37.00793002;38.81741412;40.847778;42.59474748;59.64042915
836;38.5207275;49.30792083;39.61379533;37.77400327;39.71726972;42.70560878;44.21441451;59.15951369
835;40.48021863;50.83227511;41.36822277;38.53526125;40.64827874;44.36856247;45.75718027;58.28257109
834;42.35853663;52.09300042;42.95996144;39.29074189;41.59911762;45.76120286;47.15227787;57.02713965
833;44.0691717;53.04956593;44.32353588;40.03896556;42.55485134;46.83967033;48.34779348;55.43057531
832;45.54263771;53.7018678;45.42422607;40.77657081;43.48950336;47.60632127;49.3134736;53.55162628
831;46.72017023;54.07576379;46.24691201;41.49901623;44.37005321;48.09313511;50.03292301;51.45983371
830;47.55382818;54.21457798;46.79116043;42.2013964;45.16092164;48.35147211;50.50090277;49.22607925
829;48.01379242;54.17442031;47.07211702;42.87925431;45.8291918;48.4461531;50.72500326;46.920493
828;48.11078875;54.02047491;47.12929958;43.53021229;46.35556536;48.44987443;50.73439083;44.6120284
827;47.90960201;53.82952879;47.03483824;44.15436773;46.73804131;48.44580344;50.58648351;42.3685647
826;47.50608733;53.67692105;46.87463648;44.75420872;46.98943679;48.51302506;50.35251243;40.25703388
825;47.0116196;53.62718719;46.73529675;45.33462645;47.13604856;48.71602985;50.10760434;38.34258754
824;46.54261572;53.73210422;46.69810123;45.90229725;47.2137885;49.10322039;49.92528711;36.68819843
823;46.20579033;54.02023123;46.825799;46.46575111;47.26743751;49.6951861;49.86747483;35.35210925
822;46.09054382;54.49678865;47.15895742;47.03482827;47.34725407;50.48513537;49.98092684;34.37596418
821;46.26394698;55.15752362;47.7219336;47.61879728;47.49881424;51.45630417;50.29922367;33.78056606
820;46.7655577;55.99004914;48.52124622;48.22582744;47.75988735;52.58399935;50.84079291;33.57166727
819;47.59720994;56.97006422;49.53852132;48.8626442;48.15790681;53.831754;51.60302971;33.74160725
818;48.72223187;58.06489056;50.73239058;49.53396556;48.70721484;55.1559277;52.56290605;34.26770927
817;50.07892796;59.23453185;52.04577767;50.2431037;49.41371689;56.50642148;53.68322686;35.10154877
816;51.58087513;60.3857217;53.37916071;50.99639585;50.29914191;57.7712376;54.89793469;36.17481464
815;53.16788585;61.53067654;54.71063851;51.78892282;51.33184193;58.96862107;56.18394366;37.419339
814;54.77971057;62.69370891;56.02758737;52.61270734;52.46763934;60.13452909;57.52009071;38.77532299
813;56.32958353;63.81417332;57.2551251;53.4660791;53.69521315;61.20432783;58.8456834;40.19448537
812;57.7539706;64.89745896;58.36957833;54.3413121;54.97452465;62.19358626;60.13057288;41.6453678
811;59.00092538;65.95923403;59.35942249;55.22995358;56.26349596;63.13035466;61.35265528;43.11567054
810;60.04890193;67.02602527;60.23465679;56.1239761;57.52571158;64.05470575;62.50654476;44.60208691
809;60.91824047;68.13599557;61.03283343;57.01639128;58.73473897;65.01904614;63.60895495;46.1011608
808;61.65654056;69.32777565;61.80510491;57.90171758;59.87485647;66.07499548;64.68884213;47.60749334
807;62.33523907;70.64446155;62.61692765;58.7753692;60.93747273;67.27843087;65.78714375;49.11364651
806;63.03166638;72.09633129;63.51724413;59.63641479;61.93414778;68.64507903;66.93699451;50.61060135
805;63.82076328;73.67114842;64.5405;60.48608316;62.88774322;70.16340899;68.16334249;52.08824908
804;64.77176007;75.3580204;65.71923302;61.3250661;63.81785018;71.82393033;69.48895084;53.53491803
803;65.93522739;77.12754032;67.06602703;62.15477206;64.74628776;73.59574565;70.92233241;54.9373511
802;67.33295164;78.93885806;68.57269273;62.97607572;65.6893357;75.43557268;72.45554556;56.27862689
801;68.94259738;80.73813821;70.20187001;63.78859075;66.65237211;77.28664849;74.05689077;57.52702452
800;70.70168208;82.46225018;71.89109905;64.59056777;67.6296176;79.08294011;75.67389142;58.63303062
799;72.52398828;84.03985842;73.56124638;65.37992345;68.61080758;80.74931711;77.24113149;59.53718563
798;74.2996256;85.34025035;75.08607521;66.15960386;69.60954492;82.13909443;78.66423065;60.17478587
797;75.95822713;86.36240165;76.43441474;66.92245365;70.58753027;83.25987781;79.90829425;60.49053787
796;77.43821791;87.13168781;77.59237295;67.66137153;71.50291827;84.14723585;80.95300115;60.45140993
795;78.65518766;87.58723289;78.48143767;68.37878455;72.35826205;84.72964458;81.74269526;60.04042656
794;79.54830095;87.7493417;79.08152029;69.07116695;73.12457623;85.03149919;82.25889019;59.25193642
793;80.06093365;87.65248185;79.38186882;69.73472687;73.76990443;85.09266025;82.49041889;58.09480382
792;72.10149835;85.45639987;70.53960548;70.36604525;74.26477953;84.97146495;80.83534058;56.59313439
791;63.1437047;74.56730821;60.92418656;69.29304342;67.26572719;82.23033169;71.58192725;54.7900557
790;54.85657863;64.87131028;52.33290426;60.63347706;59.48451922;68.50192058;63.10255317;52.74915642
789;47.25620029;56.30945834;44.72271846;53.0083877;52.38044459;56.95985607;55.38773936;50.54377378
788;40.39334457;48.87570971;38.10051157;46.29071357;45.88255504;47.39860535;48.46018576;48.24745195
787;34.29162516;42.44615654;32.39151456;40.38002918;39.98408762;39.50237044;42.293263;45.9317874
786;28.97179893;36.89142718;27.51896711;35.1901151;34.68962475;32.98365026;36.85638915;43.66596977
785;24.47025104;32.17003132;23.4672409;30.63880824;29.96986236;27.68391095;32.15339772;41.51687875
784;20.78386475;28.1855284;20.17057141;26.65785593;25.81627216;23.40074106;28.1526307;39.54923433
783;17.8862721;24.8467219;17.55694599;23.18623133;22.21354462;19.95797984;24.81289796;37.82481567
782;16.15077531;22.63440008;16.00427105;20.72948631;19.13661264;17.82269798;22.07752206;36.40214125
781;17.10536991;23.59019445;17.15046403;21.3052461;18.87294954;19.15114211;22.324299;35.3340225
780;18.38750875;24.6500454;18.48141329;21.92040037;19.28129487;20.53818918;23.29920445;34.65582278
779;19.91277198;25.76145457;19.92138446;22.57836771;19.87051253;21.91945906;24.43430687;34.38136137
778;21.57623757;26.80520695;21.3459056;23.28754065;20.67052947;23.15155785;25.64760598;34.50886806
777;23.31560925;27.79798676;22.73267838;24.04413004;21.65195953;24.25545635;26.91825445;35.01994772
776;25.07537385;28.78120234;24.07881957;24.84097112;22.77064748;25.28389604;28.23496041;35.86842411
775;26.7612653;29.68947918;25.30164581;25.67758107;24.01851206;26.16499879;29.53337552;36.98579542
774;28.29892406;30.53476261;26.37562481;26.54532878;25.34882677;26.92221607;30.78101605;38.30025187
773;29.62024417;31.34152597;27.28613378;27.434292;26.70935514;27.59453148;31.95175666;39.74468832
772;30.67766164;32.14283202;28.03392086;28.33463538;28.05076835;28.23069479;33.03108985;41.26214954
771;31.47968369;32.98690221;28.65621496;29.23808926;29.33775833;28.89524053;34.03409568;42.80792688
770;32.08449085;33.92846029;29.21833482;30.13858578;30.55156237;29.65808589;34.99998491;44.35409996
769;32.57267053;35.01440752;29.79175166;31.03227538;31.68715538;30.57828682;35.97558097;45.89140962
768;33.05260615;36.31255927;30.47372286;31.91491391;32.73980131;31.73869441;37.02681815;47.41885533
767;33.61591887;37.81123259;31.30599704;32.7896236;33.74201528;33.12597519;38.18725078;48.93445229
766;34.33752335;39.46946615;32.3046118;33.66174039;34.73612407;34.69172874;39.47393926;50.4334055
765;35.29423933;41.28855938;33.51145725;34.53248108;35.74247161;36.43871054;40.91825116;51.90800641
764;36.52494299;43.23157029;34.92714126;35.40488181;36.78723557;38.32492742;42.5227;53.34809394
763;38.0346247;45.25368942;36.53105774;36.28084388;37.88723162;40.30051317;44.27226937;54.74156482
762;39.79113242;47.3035597;38.28066448;37.16073854;39.04764131;42.30961875;46.13330865;56.07396835
761;41.72107656;49.32130156;40.10835071;38.04334252;40.26133508;44.28826807;48.05105747;57.32865889
760;43.73259745;51.24407766;41.93598169;38.92646503;41.51466288;46.17016295;49.96140166;58.48508285
759;45.73633537;53.01634505;43.69131669;39.80701379;42.79003235;47.89824505;51.80333554;59.50828734
758;47.64720619;54.59363967;45.3111176;40.68071009;44.06456117;49.42920958;53.52094743;60.34687972
757;49.38769249;55.95036785;46.74737391;41.54147851;45.3071468;50.74282102;55.06734281;60.94204668
756;50.89652658;57.08316933;47.97343514;42.38168606;46.48041014;51.84542724;56.40965088;61.24277632
755;52.1242286;58.00087173;48.97566826;43.19309441;47.54496383;52.75766645;57.52405322;61.21828527
754;53.04130489;58.72184021;49.75570193;43.96776204;48.46468753;53.5105659;58.3987518;60.85140734
753;53.65599722;59.27822984;50.34009385;44.69991647;49.21575578;54.14769765;59.04452471;60.13284928
752;54.01174502;59.71081853;50.77503077;45.38718518;49.79118892;54.71762315;59.49284021;59.06416914
751;54.17277586;60.059149;51.1145963;46.02980679;50.19726564;55.26422597;59.78533974;57.66079856
750;54.21871168;60.35748603;51.41632098;46.63024421;50.45195765;55.82287458;59.96965799;55.95261477
749;54.22387611;60.62497572;51.72519777;47.19304623;50.58208883;56.40942311;60.08716618;53.98758584
748;54.25228431;60.86655907;52.07188697;47.72437304;50.62051157;57.021729;60.17093973;51.83309649
